;Unnamed: 0;Ja;En;Reading;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
8597;8597;在る;to be,to exist,to live;ある;6483;99.30806841;0.00033443;N3;6;V;p4
5623;5623;外国人;foreigner,foreign citizen,foreign national,alien,non-Japanese;がいこくじん;4736;98.02654021;0.00066886;N5;6;V;p4
140;140;知る;to be aware of,to know,to be conscious of,to cognize,to cognise;しる;141;66.62943368;0.10701697;N5;6;V;p4
2780;2780;星;star (usu. not including the Sun),planet (usu. not including Earth),heavenly body;ほし;2574;94.90666114;0.00200657;N4;6;V;p4
6128;6128;社長;company president,manager,director;しゃちょう;4736;98.36431252;0.00066886;N4;6;V;p4
3489;3489;両方;both,both sides,both parties;りょうほう;3290;96.05742798;0.00133771;N4;6;V;p4
6321;6321;足す;to add (numbers);たす;4736;98.49340174;0.00066886;N4;6;V;p4
834;834;午後;afternoon,p.m.;ごご;829;86.72019745;0.01003284;N5;6;V;p4
8601;8601;地図;map;ちず;6483;99.30940612;0.00033443;N5;6;V;p4
5717;5717;年上;older,senior;としうえ;4736;98.08941268;0.00066886;;6;V;p4
3064;3064;全力;all one's power (strength, energy, efforts),one's utmost;ぜんりょく;2879;95.41398846;0.00167214;;6;V;p4
396;396;夜;evening,night;よる;395;79.71158927;0.02675424;N3;6;V;p4
56;56;私;I,me;わたし;57;52.51891189999999;0.28359497;N5;6;V;p4
4316;4316;安全;safety,security;あんぜん;3866;97.01255443;0.00100328;N4;6;V;p4
5014;5014;たす;to add (numbers);たす;4736;97.61920687;0.00066886;N4;6;V;p4
1867;1867;亡くなる;to die;なくなる;1812;92.57101579;0.00334428;N4;6;V;p4
3114;3114;想う;to think,to consider,to believe,to reckon;おもう;2879;95.49759546;0.00167214;N4;6;V;p4
284;284;出来る;to be able (in a position) to do,to be up to the task;できる;282;75.96231665;0.04113465;N3;6;V;p4
6130;6130;科学;science;かがく;4736;98.36565023;0.00066886;N4;6;V;p4
839;839;死体;dead body,corpse,cadaver,carcass;したい;829;86.77036165;0.01003284;N2;6;V;p4
5952;5952;死亡;death,mortality;しぼう;4736;98.24659385;0.00066886;N3;6;V;p4
5656;5656;姉;older sister,elder sister;あね;4736;98.04861246;0.00066886;N5;6;V;p4
1707;1707;すべて;everything,all,the whole;すべて;1687;92.00148486;0.00367871;N3;6;V;p4
9544;9544;活用;practical use,application;かつよう;6483;99.62477175;0.00033443;N3;6;V;p4
1451;1451;世の中;society,the world,the times;よのなか;1421;90.92429218;0.00468199;N3;6;V;p4
3087;3087;地;earth,ground,land,soil;ち;2879;95.45244768;0.00167214;N3;6;V;p4
