;Unnamed: 0;Ja;En;Reading;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
7513;7513;ハチ;bee,wasp,hornet;はち;6483;98.94554843;0.00033443;;41;V;p4
4349;4349;廃墟;ruins,abandoned building;はいきょ;3866;97.0456628;0.00100328;;41;V;p4
3699;3699;潜水艦;submarine;せんすいかん;3290;96.33834752;0.00133771;;41;V;p4
4247;4247;包丁;kitchen knife,carving knife;ほうちょう;3866;96.94332783;0.00100328;N2;41;V;p4
6007;6007;渋々;reluctantly,unwillingly;しぶしぶ;4736;98.28338093;0.00066886;;41;V;p4
7058;7058;しぶしぶ;reluctantly,unwillingly;しぶしぶ;6483;98.79338368;0.00033443;;41;V;p4
6080;6080;生き甲斐;reason for living,something one lives for,purpose in life,raison d'être;いきがい;4736;98.33220743;0.00066886;;41;V;p4
9601;9601;潜む;to lurk,to be hidden,to be concealed,to lie dormant,to be latent;ひそむ;6483;99.64383415;0.00033443;;41;V;p4
3055;3055;侵入;invasion,incursion,raid,aggression,intrusion,trespass,penetration;しんにゅう;2879;95.39893919;0.00167214;N2;41;V;p4
3132;3132;控える;to be temperate in,to refrain,to abstain,to hold back,to restrain oneself from excessive ...;ひかえる;2879;95.52769398;0.00167214;N1;41;V;p4
1082;1082;みつ;nectar;みつ;1069;88.79799878;0.00702299;N1;41;V;p4
9242;9242;放棄;abandonment,renunciation,resignation,abdication (responsibility, right);ほうき;6483;99.52377449;0.00033443;N1;41;V;p4
2577;2577;いたる;to arrive at (e.g. a decision),to reach (a stage),to attain;いたる;2574;94.49932779999999;0.00200657;N3;41;V;p4
8918;8918;廃棄;disposal,abandonment,scrapping,discarding,abolition;はいき;6483;99.41541981;0.00033443;N1;41;V;p4
4782;4782;うかがう;to ask,to inquire,to hear,to be told;うかがう;4736;97.46403227;0.00066886;N3;41;V;p4
8243;8243;充電;charging (electrically);じゅうでん;6483;99.18968089;0.00033443;;41;V;p4
5754;5754;徹夜;staying up all night;てつや;4736;98.11416035;0.00066886;N3;41;V;p4
505;505;ごめんなさい;I beg your pardon,excuse me;ごめんなさい;505;82.21311092;0.01939683;N3;41;V;p4
4203;4203;偽;imitation,fake,phony,counterfeit,forged,bogus,sham;にせ;3866;96.89918333;0.00100328;;41;V;p4
10008;10008;群れる;to crowd,to flock,to swarm;むれる;6483;99.77994636;0.00033443;;41;V;p4
1743;1743;包む;to wrap up,to tuck in,to pack,to do up,to cover with,to dress in;つつむ;1687;92.13391836;0.00367871;N4;41;V;p4
6218;6218;至る;to arrive at (e.g. a decision),to reach (a stage),to attain;いたる;4736;98.42450956;0.00066886;N3;41;V;p4
1493;1493;証拠;evidence,proof;しょうこ;1421;91.12093586;0.00468199;N1;41;V;p4
9854;9854;礼儀;manners,courtesy,etiquette;れいぎ;6483;99.72844444;0.00033443;N3;41;V;p4
4780;4780;い服;clothes;いふく;4736;97.46269455;0.00066886;N3;41;V;p4
6889;6889;くるむ;to wrap up,to tuck in,to pack,to do up,to cover with,to dress in;つつむ;6483;98.73686534;0.00033443;N4;41;V;p4
8293;8293;冬至;winter solstice;とうじ;6483;99.20640229;0.00033443;;41;V;p4
3165;3165;根拠;basis,foundation;こんきょ;2879;95.58287461;0.00167214;N1;41;V;p4
5840;5840;拳;fist;こぶし;4736;98.17168197;0.00066886;;41;V;p4
2701;2701;到着;arrival;とうちゃく;2574;94.74814225;0.00200657;N3;42;V;p4
4612;4612;荒い;rough,wild,violent,rude,coarse,harsh,fierce,heavy (e.g. breathing);あらい;3866;97.30952652;0.00100328;N2;42;V;p4
4346;4346;床;floor;ゆか;3866;97.04265295;0.00100328;N3;42;V;p4
6553;6553;あれる;to be stormy,to be rough;あれる;6483;98.62449752;0.00033443;;42;V;p4
9338;9338;書斎;study,library,den,home office,reading room;しょさい;6483;99.55587958;0.00033443;N3;42;V;p4
307;307;あげる;to raise,to elevate;あげる;308;76.86828218;0.03745594;N4;42;V;p4
2487;2487;揚げる;to raise,to elevate;あげる;2330;94.29031028;0.002341;N4;42;V;p4
5861;5861;握手;handshake;あくしゅ;4736;98.18572795;0.00066886;N3;42;V;p4
3189;3189;焦げる;to burn,to scorch,to char,to singe;こげる;2879;95.62300597;0.00167214;N2;42;V;p4
1914;1914;泊まる;to stay at (e.g. hotel);とまる;1812;92.72819696;0.00334428;N4;42;V;p4
4849;4849;かっこ;brackets,parentheses;かっこ;4736;97.50884562;0.00066886;N2;42;V;p4
6277;6277;解析;analysis,analytical study;かいせき;4736;98.46397207;0.00066886;;42;V;p4
7948;7948;一泊;stopping one night;いっぱく;6483;99.09102462;0.00033443;;42;V;p4
9186;9186;挑む;to challenge to (a fight, game, etc.),to throw down the gauntlet,to contend for;いどむ;6483;99.50504652;0.00033443;N1;42;V;p4
