;Unnamed: 0;Ja;En;Reading;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
3446;3446;ホテル;hotel;ホテル;3290;95.99990636;0.00133771;N5;-1;V;p4
1065;1065;食堂;dining room,dining hall,cafeteria,canteen,messroom;しょくどう;1027;88.67793912;0.00735742;N5;17;V;p4
366;366;教える;to teach,to instruct;おしえる;365;78.85244367;0.03009852;N5;7;V;p4
5918;5918;果物;fruit;くだもの;4736;98.22385274;0.00066886;N5;17;V;p4
636;636;テスト;examination,quiz,test;テスト;634;84.36247985;0.01404598;N5;-1;V;p4
2535;2535;紙;paper;かみ;2330;94.4026781;0.002341;N5;7;V;p4
645;645;クラス;class;クラス;644;84.48789036;0.01371155;N5;-1;V;p4
9319;9319;晩ご飯;dinner,evening meal;ばんごはん;6483;99.54952545;0.00033443;N5;17;V;p4
4669;4669;辺;area,vicinity,region;へん;3866;97.36671371;0.00100328;N5;7;V;p4
1741;1741;写真;photograph,photo,picture,snapshot,snap;しゃしん;1687;92.12656094;0.00367871;N5;16;V;p4
6661;6661;おしえる;to teach,to instruct;おしえる;6483;98.66061575;0.00033443;N5;7;V;p4
9923;9923;箱;box,case,chest,package,pack,crate;はこ;6483;99.75151998;0.00033443;N5;16;V;p4
3408;3408;とり;bird;とり;3290;95.9490733;0.00133771;N5;7;V;p4
684;684;高い;high,tall;たかい;670;85.00792594;0.01304269;N5;7;V;p4
5262;5262;ゆき;snow;ゆき;4736;97.78508317;0.00066886;N5;7;V;p4
702;702;雪;snow;ゆき;687;85.23700914;0.01270827;N5;7;V;p4
1952;1952;あそぶ;to play (games, sports),to enjoy oneself,to have a good time;あそぶ;1953;92.85494519;0.00300985;N5;30;V;p4
2618;2618;たのむ;to request,to beg,to ask;たのむ;2574;94.58159709;0.00200657;N5;36;V;p4
489;489;取る;to take,to pick up,to harvest,to earn,to win,to choose;とる;487;81.89406658;0.02040011;N5;16;V;p4
414;414;頼む;to request,to beg,to ask;たのむ;413;80.18179508;0.02575096;N5;36;V;p4
1580;1580;かく;to write,to compose,to pen;かく;1573;91.49917396;0.00401314;N5;16;V;p4
4340;4340;帽子;hat,cap;ぼうし;3866;97.03663325;0.00100328;N5;47;V;p4
1240;1240;鼻;nose;はな;1190;89.81599770000001;0.006019699999999999;N5;17;V;p4
5623;5623;外国人;foreigner,foreign citizen,foreign national,alien,non-Japanese;がいこくじん;4736;98.02654021;0.00066886;N5;6;V;p4
706;706;ニュース;news;ニュース;704;85.28650449;0.01237384;N5;-1;V;p4
4445;4445;木曜日;Thursday;もくようび;3866;97.14197807;0.00100328;N5;18;V;p4
2299;2299;背;back,spine;せ;2125;93.84050459;0.00267542;N5;30;V;p4
6477;6477;黒い;black;くろい;4736;98.59774328;0.00066886;N5;7;V;p4
1798;1798;薬;medicine,pharmaceuticals,(legal) drugs,pill,ointment,salve;くすり;1687;92.33624732;0.00367871;N5;17;V;p4
4727;4727;鳥;bird;とり;3866;97.42490419;0.00100328;N5;7;V;p4
789;789;風;wind,breeze,draught,draft;かぜ;772;86.24965721;0.01103612;N5;7;V;p4
4350;4350;建物;building;たてもの;3866;97.04666609;0.00100328;N5;17;V;p4
602;602;どうも;thank you,thanks;どうも;603;83.86685751;0.01504926;N5;-1;V;p4
3045;3045;今週;this week;こんしゅう;2879;95.38221779;0.00167214;N5;7;V;p4
1724;1724;へん;area,vicinity,region;へん;1687;92.06402290000001;0.00367871;N5;7;V;p4
